Label,Outer left eyebrow-x,Outer left eyebrow-y,Middle left eyebrow-x,Middle left eyebrow-y,Inner left eyebrow-x,Inner left eyebrow-y,Inner right eyebrow-x,Inner right eyebrow-y,Middle right eyebrow-x,Middle right eyebrow-y,Outer right eyebrow-x,Outer right eyebrow-y,Left temple-x,Left temple-y,Outer left eye corner-x,Outer left eye corner-y,Inner left eye corner-x,Inner left eye corner-y,Inner right eye corner-x,Inner right eye corner-y,Outer right eye corner-x,Outer right eye corner-y,Right temple-x,Right temple-y,Nose saddle left-x,Nose saddle left-y,Nose saddle right-x,Nose saddle right-y,Left nose peak-x,Left nose peak-y,Nose tip-x,Nose tip-y,Right nose peak-x,Right nose peak-y,Left mouth corner-x,Left mouth corner-y,Upper lip outer middle-x,Upper lip outer middle-y,Right mouth corner-x,Right mouth corner-y,Upper lip inner middle-x,Upper lip inner middle-y,Lower lip inner middle-x,Lower lip inner middle-y,Lower lip outer middle-x,Lower lip outer middle-y,Chin middle-x,Chin middle-y,Left ear lobe-x,Left ear lobe-y,Right ear lobe-x,Right ear lobe-y
DISGUST,75.6852,488.641,189.344,427.752,363.893,533.293,579.033,541.411,777.937,452.107,911.893,512.996,-1,-1,116.278,569.826,347.656,586.063,635.863,606.359,879.419,598.241,-1,-1,412.604,582.004,522.204,586.063,339.537,874.27,453.196,947.337,603.389,870.211,307.063,1190.89,493.789,1138.12,680.515,1211.19,485.67,1190.89,485.67,1211.19,489.73,1272.08,481.611,1491.28,18.8556,870.211,1074.26,914.863
SADNESS,104.944,545.389,229.107,511.137,408.93,605.33,623.004,583.922,845.641,511.137,982.648,592.485,-1,-1,122.07,673.833,378.959,690.959,661.537,720.93,897.019,712.367,-1,-1,464.589,695.241,554.5,699.522,361.833,1050.6,485.996,1063.45,631.567,1084.86,297.611,1316.06,490.278,1303.21,691.507,1333.18,485.996,1337.46,485.996,1358.87,485.996,1401.69,498.841,1692.83,10.7519,982.1,1089.69,1037.76
SURPRISE,101.019,360.54,200.189,255.172,386.132,329.55,640.255,323.351,782.811,245.875,919.17,351.243,-1,-1,166.099,469.007,398.528,472.106,618.561,469.007,860.288,453.512,-1,-1,469.807,499.998,559.679,499.998,395.429,772.715,536.388,720.772,656.77,751.377,364.439,998.946,534.887,921.469,702.236,989.649,531.788,967.955,531.788,998.946,525.59,1054.73,522.106,1300.24,-1,-1,-1,-1
DISGUST,143.047,312.929,264.179,240.25,476.16,306.873,712.368,312.929,875.896,222.08,987.943,270.533,-1,-1,209.67,391.665,482.217,403.778,697.226,394.693,951.604,364.41,-1,-1,545.811,443.146,660.887,443.146,484.587,666.422,642.096,696.329,737.798,674.398,464.649,885.739,609.406,830.769,745.679,876.193,615.462,861.052,609.406,882.25,609.406,918.59,598.233,1240.63,-1,-1,-1,-1
SADNESS,114.024,287.012,223.552,210.95,442.608,250.502,631.241,244.417,777.278,223.12,938.528,299.182,-1,-1,153.575,372.2,415.226,375.243,640.368,381.328,895.934,402.625,-1,-1,491.288,405.667,573.434,405.667,410.351,705.595,548.565,667.536,637.325,725.125,342.208,928.969,530.84,883.333,676.877,932.012,527.797,922.884,524.755,944.182,518.67,995.903,508.503,1268.47,-1,-1,-1,-1
FEAR,113.075,396.809,215.387,284.267,423.42,318.37,648.505,287.677,781.509,236.521,945.208,342.243,-1,-1,160.821,478.658,437.061,468.427,655.325,451.375,911.104,441.144,-1,-1,515.5,482.068,597.349,471.837,434.668,782.002,585.106,710.151,695.127,757.303,400.988,1042.46,576.887,911.776,740.585,1017.5,576.887,969.752,566.656,1075.47,570.066,1147.09,571.634,1424.17,-1,-1,-1,-1
ANGER,110.783,355.962,253.991,275.019,459.462,340.396,677.387,315.491,789.462,228.321,954.462,256.34,-1,-1,166.821,433.792,431.443,427.566,674.274,412.0,929.557,377.755,-1,-1,531.066,458.698,633.802,452.472,460.158,746.612,634.382,705.618,743.016,709.717,394.085,931.906,605.783,888.321,795.689,907.0,605.783,903.887,602.67,919.453,608.896,938.132,613.885,1291.83,-1,-1,-1,-1
HAPPY,106.241,389.535,224.047,294.017,402.349,360.88,634.778,357.696,797.16,274.913,924.519,367.248,-1,-1,154.0,475.502,399.165,469.134,631.594,481.87,876.759,465.95,-1,-1,472.396,507.342,574.283,507.342,399.264,746.821,556.484,732.148,667.587,751.014,313.317,922.908,533.425,851.635,746.217,902.153,529.708,908.521,523.34,1013.59,520.156,1064.54,525.04,1327.49,-1,-1,-1,-1
DISGUST,85.6727,571.924,215.687,456.356,417.932,506.917,641.845,496.083,836.867,420.241,974.104,524.975,-1,-1,143.457,582.759,392.651,561.09,677.96,546.644,901.874,535.809,-1,-1,472.104,629.709,605.73,626.097,378.205,817.507,544.335,889.737,703.241,806.673,309.586,1048.64,551.558,994.471,775.471,1016.14,555.169,1045.03,547.946,1135.32,540.723,1189.49,558.781,1456.74,-1,-1,-1,-1
SADNESS,81.5072,586.371,189.853,459.968,388.486,470.802,626.845,459.968,825.478,413.018,941.047,539.421,-1,-1,150.126,589.982,377.651,564.701,662.96,546.644,872.428,550.255,-1,-1,471.55,626.097,583.507,622.486,402.932,882.514,554.615,904.183,681.018,871.68,363.205,1142.54,561.838,1088.37,746.025,1088.37,561.838,1120.87,561.838,1142.54,558.227,1207.55,569.061,1471.19,-1,-1,-1,-1
FEAR,106.745,576.752,218.112,431.975,403.723,443.112,637.594,431.975,838.054,387.428,982.831,528.493,-1,-1,169.853,584.176,411.147,550.766,685.853,539.629,912.299,535.917,-1,-1,489.104,599.025,600.471,595.313,411.147,851.457,559.637,851.457,700.701,825.471,392.586,1181.85,570.773,1077.9,752.673,1148.44,570.773,1118.74,574.486,1181.85,574.486,1244.95,593.047,1508.52,-1,-1,-1,-1
SURPRISE,65.1331,566.263,147.435,390.435,356.932,353.025,641.248,353.025,861.968,338.061,966.716,495.183,-1,-1,154.917,570.004,398.083,543.817,659.953,536.335,895.637,536.335,-1,-1,476.644,584.968,585.133,581.227,394.342,835.615,547.723,824.392,689.881,824.392,368.155,1168.56,555.205,1067.56,731.032,1146.12,555.205,1108.71,547.723,1191.01,543.982,1254.61,547.723,1550.15,-1,-1,-1,-1
HAPPY,91.0755,570.946,205.723,431.219,424.27,445.55,671.478,452.716,864.946,424.054,968.845,560.198,-1,-1,173.478,581.694,413.522,556.615,689.392,545.867,900.773,560.198,-1,-1,499.507,624.687,592.658,621.104,392.025,839.651,556.831,853.982,718.054,825.32,334.701,1079.69,549.665,1036.7,778.96,1054.62,549.665,1065.36,549.665,1140.6,546.083,1201.51,538.917,1455.88,-1,-1,-1,-1
ANGER,107.809,555.694,221.536,438.414,434.773,456.183,640.903,452.629,839.924,427.752,960.759,548.586,-1,-1,168.227,580.572,402.788,552.14,676.442,552.14,907.45,562.802,-1,-1,488.083,612.558,601.809,609.004,406.342,850.673,555.608,868.442,679.996,843.565,360.14,1156.31,555.608,1088.79,726.198,1134.99,552.054,1120.77,552.054,1138.54,548.5,1184.74,562.716,1454.85,-1,-1,-1,-1
SADNESS,137.103,519.928,211.254,437.539,466.662,456.763,661.651,456.763,881.357,368.881,969.239,429.3,-1,-1,200.268,643.513,466.662,605.064,700.099,588.586,961.0,555.631,-1,-1,540.813,624.289,650.665,607.811,455.267,884.533,617.658,819.576,754.531,868.293,403.496,1159.82,631.441,1036.24,853.893,1121.37,628.695,1096.66,639.68,1121.37,647.919,1192.78,636.217,1483.06,-1,-1,-1,-1
FEAR,121.011,497.98,198.14,397.998,426.669,452.274,626.632,449.417,838.022,335.153,949.43,437.991,-1,-1,190.652,599.141,438.096,609.388,663.768,597.961,909.438,569.395,-1,-1,504.348,606.38,603.779,606.531,427.13,891.12,567.087,821.141,715.188,872.197,398.103,1175.0,580.926,1043.59,792.316,1163.57,580.926,1100.73,595.21,1209.28,600.923,1289.26,610.522,1542.64,-1,-1,-1,-1
DISGUST,110.147,445.441,199.088,366.382,423.912,433.088,596.853,445.441,831.559,334.265,920.5,391.088,-1,-1,164.5,546.735,414.029,556.618,636.413,536.891,883.441,502.265,-1,-1,473.324,581.324,573.804,574.457,406.848,820.717,546.674,776.891,684.413,812.37,339.912,1048.26,554.853,959.324,779.676,1040.85,554.853,1003.79,557.324,1033.44,564.735,1110.03,569.63,1334.11,-1,-1,-1,-1
SURPRISE,69.5147,448.425,163.32,373.381,375.051,440.384,551.941,435.024,790.474,327.818,884.279,397.502,-1,-1,159.208,550.778,388.452,552.95,597.504,542.23,844.077,512.748,-1,-1,451.261,564.362,539.556,559.834,385.772,829.006,512.388,772.648,641.435,826.983,348.25,1099.7,511.739,987.134,693.989,1086.3,517.099,1038.06,522.46,1145.26,522.46,1225.67,546.348,1447.31,-1,-1,-1,-1
ANGER,152.147,487.248,254.831,435.906,492.625,498.057,660.162,495.355,897.956,384.564,997.937,441.311,-1,-1,203.489,595.336,476.412,600.741,727.717,584.528,956.565,541.62,-1,-1,552.543,603.25,655.261,596.402,474.935,918.25,627.87,872.598,760.261,909.12,406.154,1160.1,619.629,1089.84,811.485,1151.99,622.331,1138.48,622.331,1154.69,625.033,1219.55,611.891,1459.23,-1,-1,-1,-1
HAPPY,81.9118,438.316,142.265,360.36,383.676,428.257,554.676,415.684,786.029,310.066,876.559,372.934,-1,-1,157.009,531.618,386.191,536.39,607.485,526.331,856.441,496.154,-1,-1,433.971,569.081,544.618,566.566,365.183,786.525,516.003,758.91,655.265,777.801,278.059,936.228,521.985,911.081,770.941,921.14,527.015,958.86,524.5,1024.24,527.015,1097.17,539.37,1353.69,-1,-1,-1,-1
ANGER,61.9222,399.693,164.174,283.337,421.567,346.804,629.596,343.278,894.041,300.967,971.611,399.693,-1,-1,132.441,452.581,372.204,438.478,650.752,449.056,886.989,456.107,-1,-1,449.774,424.374,583.759,420.848,372.204,731.13,513.241,762.863,678.959,734.656,319.315,1020.26,520.293,953.263,728.322,999.1,523.819,988.522,520.293,1009.68,527.344,1051.99,516.767,1404.58,-1,-1,-1,-1
HAPPY,67.4778,443.656,141.211,327.789,404.544,359.389,615.211,362.9,892.589,320.767,980.367,440.144,-1,-1,144.722,489.3,376.456,485.789,667.878,496.322,885.567,496.322,-1,-1,460.722,489.3,580.1,489.3,369.433,766.678,523.922,843.922,692.456,766.678,292.189,987.878,530.944,980.856,783.744,984.367,530.944,1012.46,544.989,1079.17,541.478,1142.37,559.033,1409.21,-1,-1,-1,-1
SURPRISE,50.7593,418.722,141.5,288.056,381.056,342.5,609.722,346.13,892.833,302.574,969.056,418.722,-1,-1,123.352,469.537,359.278,476.796,649.648,484.056,878.315,476.796,-1,-1,442.759,469.537,566.167,469.537,359.278,774.426,504.463,814.352,664.167,767.167,330.241,1061.17,522.611,977.685,744.019,1043.02,522.611,1013.98,537.13,1086.57,544.389,1173.69,548.019,1438.65,-1,-1,-1,-1
FEAR,70.1963,390.789,128.981,262.196,419.233,284.241,680.093,298.937,955.648,269.544,1029.13,394.463,-1,-1,154.7,434.878,371.47,431.204,702.137,434.878,915.233,445.9,-1,-1,478.019,416.507,610.285,416.507,386.167,739.826,536.804,813.307,709.485,736.152,320.033,1011.71,544.152,945.574,782.967,1004.36,544.152,974.967,555.174,1110.91,551.5,1191.74,569.87,1474.64,-1,-1,-1,-1
SADNESS,71.9889,410.315,148.907,273.959,418.122,291.441,645.381,301.93,900.611,284.448,977.53,424.3,-1,-1,148.907,445.278,372.67,434.789,659.367,448.774,883.13,462.759,-1,-1,460.078,399.826,585.944,399.826,369.174,714.493,516.019,738.967,687.337,728.478,313.233,990.7,523.011,924.27,729.293,990.7,523.011,959.233,523.011,976.715,523.011,1018.67,512.522,1396.27,-1,-1,-1,-1
DISGUST,55.3148,406.789,158.426,307.115,429.952,375.856,632.737,365.544,900.826,307.115,973.004,410.226,-1,-1,144.678,461.781,361.211,451.47,667.107,458.344,890.515,461.781,-1,-1,450.574,454.907,588.056,454.907,374.959,736.744,512.441,788.3,670.544,719.559,330.278,997.959,536.5,942.967,749.596,977.337,536.5,980.774,536.5,1001.4,539.937,1080.45,550.248,1379.47,-1,-1,-1,-1
SADNESS,103.5,437.989,278.896,358.565,490.694,408.205,692.565,404.896,877.888,335.399,1023.5,375.112,-1,-1,216.018,507.486,444.363,514.104,722.349,504.176,950.694,464.464,-1,-1,546.953,550.507,659.471,550.507,474.147,805.327,626.378,765.615,758.752,785.471,404.651,1066.77,636.306,970.795,848.104,1033.67,629.687,1036.98,636.306,1056.84,629.687,1126.33,629.687,1334.82,-1,-1,-1,-1
FEAR,151.507,383.55,311.68,310.745,526.457,365.349,708.471,387.191,894.126,336.227,1047.02,390.831,-1,-1,249.795,452.716,468.212,474.558,737.594,481.838,959.651,474.558,-1,-1,570.14,540.083,672.068,540.083,482.773,758.5,628.385,747.579,770.356,780.342,428.169,1075.21,632.025,958.716,784.917,1064.28,624.745,1024.24,595.622,1231.74,602.903,1304.54,591.982,1468.36,-1,-1,-1,-1
DISGUST,120.255,360.126,260.759,322.658,491.809,397.594,701.004,410.083,891.464,319.536,1053.82,338.27,-1,-1,213.924,428.817,451.219,450.673,735.349,456.917,966.399,419.45,-1,-1,548.011,538.097,657.291,534.975,454.342,741.047,594.845,791.004,744.716,769.147,398.14,953.363,597.968,919.018,804.04,956.486,594.845,968.975,591.723,984.586,591.723,1056.4,601.09,1249.98,-1,-1,-1,-1
HAPPY,109.378,434.86,262.198,360.227,478.989,431.306,699.335,427.752,894.802,324.687,1051.18,377.996,-1,-1,215.996,498.831,450.558,513.047,734.874,502.385,983.651,473.953,-1,-1,546.514,584.126,649.579,584.126,447.004,786.701,624.701,797.363,781.076,786.701,326.169,999.939,621.147,932.414,898.356,946.629,621.147,971.507,628.255,1156.31,628.255,1213.18,614.04,1447.74,-1,-1,-1,-1
ANGER,171.629,366.888,332.061,344.428,540.622,421.435,717.097,421.435,883.946,331.594,1047.59,341.219,-1,-1,242.219,424.644,482.867,466.356,762.018,453.522,993.04,415.018,-1,-1,575.917,543.363,691.428,540.155,495.701,774.385,649.716,800.054,784.478,774.385,437.946,1002.2,643.299,954.068,842.234,986.155,643.299,1005.41,640.09,1031.08,640.09,1101.67,633.673,1300.6,-1,-1,-1,-1
SURPRISE,136.637,425.543,303.428,338.522,535.486,418.291,738.536,418.291,952.464,334.896,1097.5,382.032,-1,-1,245.414,487.183,499.227,516.191,771.169,508.939,1024.98,476.306,-1,-1,589.874,574.205,702.277,570.579,499.227,824.392,651.514,813.514,800.176,828.018,433.96,1099.96,655.14,1012.94,865.442,1078.21,658.766,1063.7,647.888,1194.23,647.888,1263.13,655.14,1440.79,-1,-1,-1,-1
ANGER,97.2365,414.969,284.784,373.292,467.122,430.598,646.854,454.042,839.611,412.365,1011.53,469.671,21.6967,500.929,204.034,519.162,412.42,545.211,675.507,563.444,894.313,563.444,1113.12,545.211,487.96,506.138,612.992,508.743,422.84,849.975,540.057,862.999,670.298,852.58,352.509,1055.76,534.847,1024.5,714.58,1063.57,534.847,1050.55,534.847,1060.97,532.242,1110.46,545.266,1391.78,-1,-1,-1,-1
HAPPY,84.6187,454.509,248.812,359.89,454.749,421.114,643.988,443.378,836.01,398.851,1005.77,487.904,23.3942,537.997,193.153,557.478,407.439,574.175,666.251,590.873,888.886,588.09,1100.39,563.044,477.012,543.563,599.461,549.129,401.873,846.903,529.888,858.034,666.251,855.251,296.122,1050.06,529.888,1008.31,758.088,1050.06,527.105,1038.92,524.322,1133.54,524.322,1205.9,521.539,1481.41,-1,-1,-1,-1
SADNESS,107.461,419.422,287.617,363.786,473.071,422.071,653.227,432.669,857.227,408.825,1016.19,485.656,30.6299,512.149,213.435,528.045,420.084,546.591,679.721,567.786,894.318,575.734,1106.27,554.539,496.916,517.448,616.136,522.747,422.734,830.071,541.955,830.071,671.773,838.019,353.851,1068.51,541.955,1015.53,708.864,1073.81,541.955,1047.32,541.955,1060.56,541.955,1113.55,544.604,1412.93,-1,-1,-1,-1
DISGUST,50.1048,423.569,210.914,356.133,413.222,420.975,599.968,431.35,794.494,397.632,968.272,470.255,8.60575,491.005,166.821,509.16,366.535,529.91,631.092,553.253,854.149,553.253,1084.99,540.285,441.752,506.567,561.062,509.16,363.942,804.841,485.845,843.747,623.311,815.216,286.131,1030.49,491.032,957.869,685.559,1046.05,488.439,1001.96,488.439,1077.18,488.439,1157.58,493.626,1388.42,-1,-1,-1,-1
SURPRISE,67.0529,426.68,245.16,345.975,437.183,398.851,634.771,407.199,846.274,354.324,999.335,451.726,16.9601,521.3,183.936,540.78,395.439,554.695,659.817,568.609,868.537,568.609,1088.39,543.563,467.795,521.3,590.244,521.3,406.571,838.554,520.671,830.205,648.686,838.554,362.044,1125.2,523.454,1025.01,679.298,1125.2,523.454,1061.19,523.454,1166.94,523.454,1258.78,531.802,1495.33,-1,-1,-1,-1
FEAR,81.1234,436.359,251.539,357.914,446.3,412.014,632.945,422.834,843.936,384.964,1000.83,463.409,24.3182,522.919,189.324,547.264,400.314,558.084,665.405,571.609,889.921,568.904,1092.8,549.969,473.35,520.214,595.075,520.214,405.724,836.7,527.45,833.995,651.88,842.11,351.624,1085.56,522.04,1023.35,695.16,1090.97,522.04,1058.51,522.04,1088.27,522.04,1164.01,527.45,1445.33,-1,-1,-1,-1
DISGUST,158.603,325.362,270.328,262.052,482.603,366.328,720.948,366.328,933.224,295.569,1044.95,347.707,-1,-1,240.534,373.776,475.155,422.19,709.776,425.914,966.741,414.741,-1,-1,521.327,486.018,659.371,492.752,430.466,675.431,585.299,758.737,761.914,690.328,359.707,969.638,590.603,917.5,802.879,991.983,598.052,962.19,592.032,984.32,590.603,1051.57,575.707,1308.53,-1,-1,-1,-1
SADNESS,132.057,423.328,264.737,341.061,488.763,342.781,665.198,319.768,847.299,282.112,1006.56,308.261,-1,-1,224.11,473.19,473.42,450.176,698.191,431.219,956.699,400.314,-1,-1,535.212,486.701,646.176,476.299,477.256,780.033,608.032,764.112,768.757,764.691,410.378,1055.39,630.678,979.481,860.81,1014.0,646.176,1010.31,639.241,1031.12,660.047,1117.81,672.869,1389.88,-1,-1,-1,-1
FEAR,130.37,388.06,235.06,283.37,507.212,347.147,698.11,347.794,919.569,259.211,1049.62,343.507,-1,-1,243.113,448.458,472.625,456.511,714.216,436.378,971.914,416.245,-1,-1,558.176,496.399,678.306,496.399,488.731,782.659,645.765,738.367,786.694,782.659,440.412,1104.78,634.622,1013.32,853.04,1104.33,641.903,1064.28,645.543,1144.37,645.765,1221.55,645.765,1487.3,-1,-1,-1,-1
SURPRISE,134.524,431.357,233.357,289.553,510.493,370.507,735.817,382.162,957.255,285.04,1097.11,401.586,-1,-1,263.436,495.813,495.479,508.704,731.818,495.813,1006.83,478.625,-1,-1,580.421,533.673,700.853,537.558,495.479,822.391,650.349,786.191,783.383,809.5,422.428,1144.67,637.282,1028.65,832.939,1143.6,637.282,1088.81,630.924,1205.76,630.924,1283.46,627.04,1551.51,-1,-1,-1,-1
ANGER,121.768,461.436,290.118,383.42,528.272,481.967,741.789,494.285,975.837,408.057,1111.94,483.946,-1,-1,249.057,531.24,499.529,559.983,750.001,564.089,1000.47,564.089,-1,-1,566.241,632.435,696.169,636.147,450.256,904.895,614.5,959.112,766.701,907.14,392.771,1163.58,610.394,1118.41,778.744,1159.47,606.288,1167.69,607.076,1196.69,602.182,1253.91,610.394,1496.17,-1,-1,-1,-1
HAPPY,189.903,402.558,354.709,320.155,594.752,391.809,787.792,385.879,997.824,338.325,1100.86,421.545,-1,-1,284.508,453.248,538.131,480.988,787.792,477.025,1025.56,484.951,-1,-1,641.327,531.536,755.975,531.536,519.514,785.91,712.982,839.651,843.272,782.166,351.126,943.55,662.824,972.212,906.45,965.047,653.054,1012.01,649.092,1103.16,649.092,1174.49,629.277,1467.74,-1,-1,-1,-1
HAPPY,133.267,493.808,231.749,414.264,440.078,440.779,701.436,452.142,905.977,440.779,993.097,497.595,-1,-1,205.235,558.2,436.29,573.351,690.073,573.351,921.129,561.988,-1,-1,500.683,561.988,637.044,573.351,398.412,842.285,549.924,857.436,716.588,846.073,288.566,1027.89,553.712,986.221,830.221,1005.16,561.288,1016.52,565.076,1092.28,565.076,1130.16,568.863,1338.49,-1,-1,-1,-1
HAPPY,74.866,363.28,181.338,292.298,401.381,331.338,624.972,317.142,862.76,306.495,951.487,391.672,-1,-1,149.397,430.712,394.282,416.516,642.718,434.261,915.996,434.261,-1,-1,475.911,395.221,578.834,388.123,358.792,654.304,525.598,714.638,681.757,657.853,277.163,867.248,514.951,835.306,745.641,881.444,507.853,867.248,507.853,920.484,504.304,963.073,514.951,1296.69,-1,-1,-1,-1
DISGUST,99.3571,352.454,245.227,274.309,471.847,297.752,620.322,297.752,828.708,266.494,938.11,336.825,2.97866,451.437,198.34,474.88,417.146,495.719,633.346,500.929,862.571,480.09,995.417,446.227,505.71,472.276,578.645,467.066,388.493,777.04,568.225,771.83,711.491,764.016,333.791,1040.13,568.225,954.168,755.773,1024.5,570.83,1006.26,568.225,1081.8,565.621,1172.97,570.83,1391.78,-1,-1,-1,-1
SADNESS,127.699,502.932,250.927,430.799,500.389,430.799,686.734,436.81,903.135,421.782,1029.37,475.882,16.4926,587.088,235.899,623.155,476.344,632.172,698.756,629.166,945.212,599.11,1089.48,560.038,554.489,599.11,650.667,599.11,440.277,938.739,629.628,896.661,797.94,932.728,392.188,1218.26,641.65,1125.08,861.057,1197.22,641.65,1185.2,641.65,1200.22,641.65,1290.39,647.661,1572.91,-1,-1,-1,-1
ANGER,144.569,410.556,284.795,394.058,482.762,418.804,658.732,424.303,856.699,374.812,996.925,405.057,34.5872,490.292,216.057,512.288,436.019,523.287,666.981,537.034,914.439,504.04,1098.66,476.545,513.006,487.543,620.238,487.543,389.277,850.481,570.747,833.984,741.218,847.732,342.535,1111.69,576.246,1062.2,785.211,1100.69,578.995,1108.94,576.246,1125.44,576.246,1188.67,581.745,1449.88,-1,-1,-1,-1
HAPPY,116.856,458.851,245.183,388.854,475.587,409.27,638.912,403.437,840.151,377.188,980.144,453.018,32.2774,546.346,201.435,546.346,466.838,563.845,633.079,563.845,904.314,534.68,1061.81,534.68,513.502,537.596,612.663,534.68,379.342,808.832,551.417,846.747,738.073,808.832,268.515,1001.32,557.25,998.405,845.984,1001.32,560.166,1047.99,560.166,1187.98,560.166,1257.97,560.166,1529.21,-1,-1,-1,-1
FEAR,130.07,354.674,276.396,325.409,473.272,338.712,654.185,341.372,816.474,317.428,949.498,365.316,2.36642,466.415,204.563,479.717,430.704,506.322,643.543,516.964,872.344,493.019,1026.65,469.075,507.858,490.359,592.994,490.359,374.834,804.296,555.747,801.635,718.036,804.296,324.285,1075.67,555.747,1001.17,763.264,1075.67,553.086,1051.72,550.426,1110.25,547.765,1192.73,553.086,1421.53,-1,-1,-1,-1
SURPRISE,109.827,321.296,239.133,239.01,456.602,262.52,618.235,262.52,835.704,230.194,926.806,318.357,15.7857,438.847,195.051,479.99,406.643,500.561,632.929,503.5,850.398,479.99,1014.97,432.969,491.867,474.112,565.337,471.173,374.316,776.806,530.071,726.847,685.827,779.745,339.051,1103.01,538.888,959.01,718.153,1108.89,538.888,1017.79,538.888,1199.99,541.827,1305.79,553.582,1567.34,-1,-1,-1,-1
HAPPY,126.662,469.752,261.622,406.489,442.975,431.794,658.068,440.229,906.901,389.619,1016.56,473.969,-1,-1,211.012,554.102,455.627,549.885,683.373,537.232,957.511,541.45,-1,-1,527.325,541.45,636.98,554.102,413.452,773.412,594.805,769.195,750.853,777.63,366.964,1039.63,596.0,988.518,828.821,1016.91,596.946,1006.96,597.893,1062.79,599.786,1112.01,569.5,1439.78,-1,-1,-1,-1
FEAR,177.879,516.222,272.875,383.803,483.018,455.77,696.04,473.042,934.971,395.318,1006.94,530.616,-1,-1,261.36,568.039,497.412,568.039,716.191,573.796,949.364,570.917,-1,-1,583.772,614.097,667.254,611.219,485.897,861.664,622.429,766.694,742.099,861.664,419.688,1132.26,626.952,1025.75,828.46,1135.14,626.952,1086.2,624.074,1114.99,626.952,1181.2,632.71,1506.49,-1,-1,-1,-1
SURPRISE,145.088,518.086,225.79,359.671,455.941,440.373,686.092,443.362,847.496,332.77,982.0,458.307,-1,-1,254.845,581.477,473.875,574.877,701.037,568.899,928.199,559.932,-1,-1,554.577,616.722,644.246,610.744,467.897,855.84,599.412,781.116,733.915,852.851,414.096,1166.69,611.368,1041.16,799.673,1145.77,608.379,1103.92,617.346,1205.55,614.357,1286.25,620.335,1549.28,-1,-1,-1,-1
HAPPY,136.937,535.281,210.062,397.469,454.75,467.781,699.437,464.969,890.687,366.531,994.75,490.281,-1,-1,212.875,591.531,466.0,583.094,706.792,570.874,927.739,566.123,-1,-1,533.5,614.031,637.562,614.031,421.0,839.031,583.252,779.943,750.062,827.781,333.812,1083.72,603.812,982.469,854.125,1061.22,606.625,1038.72,606.625,1154.03,609.437,1224.34,629.125,1516.84,-1,-1,-1,-1
ANGER,181.496,537.994,312.04,404.483,525.658,505.358,736.309,505.358,902.456,428.219,1063.07,537.082,-1,-1,276.124,574.675,525.658,606.233,760.044,588.432,997.913,574.675,-1,-1,593.897,624.035,706.64,621.068,484.121,911.825,632.467,852.487,786.746,914.792,401.048,1152.15,662.136,1125.44,860.919,1131.38,668.07,1172.91,668.07,1205.55,671.037,1255.99,649.55,1554.6,-1,-1,-1,-1
DISGUST,186.283,509.406,283.408,380.858,494.798,466.557,694.761,455.131,894.724,363.719,991.849,495.123,-1,-1,273.348,548.467,473.63,550.88,724.587,560.533,917.63,553.293,-1,-1,563.357,609.388,660.482,606.531,454.805,837.917,611.919,783.642,734.754,849.344,394.816,1106.44,591.923,1006.46,806.169,1092.16,594.779,1057.88,603.349,1180.71,603.349,1246.41,597.636,1494.94,-1,-1,-1,-1
SADNESS,206.235,528.779,301.971,392.015,526.265,465.868,717.735,474.074,890.059,394.75,1021.35,517.838,-1,-1,271.882,575.279,507.118,567.074,736.882,564.338,958.441,572.544,-1,-1,591.912,599.897,684.912,602.632,498.912,843.338,638.412,780.426,764.235,848.809,413.761,1123.59,627.471,1032.07,835.353,1114.13,627.471,1084.04,624.735,1108.66,632.941,1160.63,630.953,1463.24,-1,-1,-1,-1
SURPRISE,55.2868,363.741,171.504,264.531,406.772,284.373,678.89,298.546,863.136,241.855,1021.87,301.381,-1,-1,160.165,482.792,418.11,499.8,698.732,488.461,956.676,462.95,-1,-1,531.493,528.145,605.191,525.311,440.787,808.767,582.515,757.744,707.235,822.939,386.93,1126.24,582.515,1007.19,752.588,1126.24,576.846,1046.87,574.011,1231.12,571.176,1310.48,574.011,1520.24,-1,-1,-1,-1
DISGUST,74.3456,369.658,189.007,334.761,408.36,347.224,622.728,349.717,787.243,312.327,944.279,309.835,-1,-1,166.574,464.379,395.897,481.827,657.625,466.871,901.904,439.452,-1,-1,488.125,484.32,577.86,486.813,408.36,778.452,547.949,716.136,667.596,780.945,336.074,1017.75,550.441,945.46,764.809,1012.76,545.456,980.357,535.485,1057.63,537.978,1104.99,537.978,1349.27,-1,-1,-1,-1
FEAR,81.5478,322.193,195.592,249.619,449.599,278.131,675.096,306.642,838.386,275.539,1030.19,309.233,-1,-1,182.632,425.869,426.272,459.564,703.607,464.748,949.838,436.237,-1,-1,537.724,472.524,620.665,467.34,444.415,786.145,576.603,723.939,695.831,793.921,366.658,1055.7,566.235,970.171,737.301,1060.89,555.868,1001.27,563.643,1107.54,563.643,1182.71,555.868,1403.02,-1,-1,-1,-1
